tenure,MonthlyCharges,Contract,OnlineSecurity,PaymentMethod,CLV
62,96.75,1,0,2,5998.5
70,75.65,2,0,1,5295.5
10,98.5,0,0,2,985.0
39,23.8,2,1,3,928.2
46,64.2,2,0,1,2953.2000000000003
6,85.35,0,0,2,512.0999999999999
72,76.8,2,0,0,5529.599999999999
18,55.2,0,0,1,993.6
71,108.55,2,2,1,7707.05
40,101.3,0,0,2,4052.0
1,69.55,0,0,2,69.55
58,103.25,1,0,0,5988.5
70,104.0,2,2,1,7280.0
42,25.25,2,1,2,1060.5
34,30.4,1,2,0,1033.6
5,20.05,0,1,0,100.25
25,84.6,0,0,3,2115.0
2,86.2,0,0,3,172.4
55,103.7,1,0,0,5703.5
21,111.2,0,0,2,2335.2000000000003
70,88.0,2,2,1,6160.0
61,106.35,0,0,2,6487.349999999999
43,79.15,2,2,1,3403.4500000000003
47,103.1,1,0,2,4845.7
5,63.95,0,0,1,319.75
62,25.8,2,1,1,1599.6000000000001
16,89.45,0,0,1,1431.2
7,95.6,0,0,0,669.1999999999999
14,25.55,0,1,3,357.7
60,90.95,1,0,2,5457.0
34,44.85,0,0,2,1524.9
50,108.55,1,2,2,5427.5
38,25.05,2,1,1,951.9
70,74.1,1,2,1,5187.0
37,88.8,0,0,2,3285.6
4,78.85,0,0,2,315.4
60,93.25,0,2,2,5595.0
62,71.4,1,2,1,4426.8
1,44.4,0,0,3,44.4
36,79.2,0,2,1,2851.2000000000003
44,20.4,2,1,1,897.5999999999999
55,100.0,1,0,2,5500.0
72,105.0,2,2,1,7560.0
12,19.8,1,1,0,237.60000000000002
13,30.85,0,2,0,401.05
1,89.9,0,0,2,89.9
15,20.55,1,1,3,308.25
65,84.85,2,2,0,5515.25
12,33.15,1,2,1,397.79999999999995
72,92.0,2,2,1,6624.0
72,89.8,2,2,1,6465.599999999999
72,115.8,2,2,0,8337.6
52,85.15,2,2,3,4427.8
2,24.85,0,1,3,49.7
5,64.35,0,2,2,321.75
68,20.5,2,1,1,1394.0
62,100.15,1,0,2,6209.3
72,86.05,2,2,1,6195.599999999999
1,50.8,0,0,2,50.8
66,89.0,1,2,2,5874.0
72,64.8,2,2,1,4665.599999999999
26,19.8,1,1,1,514.8000000000001
64,93.4,2,2,0,5977.6
20,73.65,0,0,2,1473.0
3,95.1,0,0,2,285.29999999999995
22,94.65,0,0,1,2082.3
4,80.6,0,0,3,322.4
62,39.0,2,0,0,2418.0
5,20.5,0,1,3,102.5
59,85.55,1,0,2,5047.45
3,26.4,2,1,3,79.19999999999999
72,98.2,2,2,0,7070.400000000001
57,97.55,1,0,1,5560.349999999999
66,19.95,2,1,1,1316.7
60,50.8,0,0,2,3048.0
45,99.7,2,0,0,4486.5
3,34.8,0,0,1,104.39999999999999
15,105.1,0,2,2,1576.5
51,60.15,1,2,0,3067.65
60,64.75,1,2,2,3885.0
33,54.65,0,0,0,1803.45
10,110.1,0,2,2,1101.0
26,19.3,1,1,1,501.8
6,83.9,0,0,2,503.40000000000003
67,111.25,1,2,2,7453.75
49,35.8,1,2,1,1754.1999999999998
1,20.05,0,1,3,20.05
7,84.35,0,0,2,590.4499999999999
27,110.5,1,2,0,2983.5
37,91.2,1,0,1,3374.4
63,100.55,0,2,2,6334.65
31,89.3,0,2,2,2768.2999999999997
50,103.85,0,0,0,5192.5
32,81.1,0,0,1,2595.2
1,24.6,0,0,2,24.6
63,81.2,1,0,1,5115.6
30,94.3,0,2,1,2829.0
71,116.1,2,2,0,8243.1
53,105.55,2,0,2,5594.15
12,98.9,0,2,0,1186.8000000000002
50,94.4,0,2,1,4720.0
2,19.5,0,1,3,39.0
9,98.3,0,0,1,884.6999999999999
17,93.85,0,2,2,1595.4499999999998
56,105.6,1,2,1,5913.599999999999
67,81.35,2,2,1,5450.45
9,100.5,0,0,2,904.5
4,56.4,0,0,2,225.6
19,65.35,1,0,0,1241.6499999999999
8,19.95,0,1,3,159.6
71,111.25,2,0,2,7898.75
10,72.85,0,0,2,728.5
15,89.0,0,0,1,1335.0
72,106.1,1,2,0,7639.2
12,20.05,1,1,1,240.60000000000002
72,25.2,2,1,0,1814.3999999999999
1,73.55,0,0,2,73.55
23,75.4,0,2,0,1734.2
72,65.55,2,2,0,4719.599999999999
26,80.7,0,0,2,2098.2000000000003
21,104.55,1,0,3,2195.5499999999997
60,24.15,1,1,0,1449.0
12,20.45,0,1,3,245.39999999999998
16,75.4,0,0,2,1206.4
63,79.7,1,2,1,5021.1
22,81.7,0,2,2,1797.4
32,76.3,0,2,0,2441.6
3,79.4,0,0,2,238.20000000000002
13,81.15,0,0,2,1054.95
68,103.75,2,0,1,7055.0
30,86.45,1,0,2,2593.5
16,75.1,0,0,0,1201.6
33,80.6,2,0,0,2659.7999999999997
72,19.3,2,1,1,1389.6000000000001
4,84.6,0,0,2,338.4
12,33.6,1,2,3,403.20000000000005
4,83.25,0,0,2,333.0
6,79.05,0,2,2,474.29999999999995
65,108.05,1,0,1,7023.25
15,19.9,0,1,3,298.5
24,21.05,1,1,0,505.20000000000005
13,30.15,0,0,2,391.95
24,79.85,0,0,1,1916.3999999999999
72,65.5,2,2,0,4716.0
54,104.1,0,2,0,5621.4
3,74.4,0,0,0,223.20000000000002
4,20.5,0,1,3,82.0
32,91.35,0,0,3,2923.2
35,99.05,0,0,2,3466.75
35,20.5,2,1,0,717.5
2,44.95,0,0,3,89.9
8,75.6,0,0,2,604.8
22,55.1,0,2,3,1212.2
15,58.95,0,2,2,884.25
22,95.1,0,0,2,2092.2
1,44.7,0,0,1,44.7
71,25.45,2,1,0,1806.95
4,56.75,0,2,2,227.0
25,81.75,0,2,0,2043.75
32,86.1,0,0,2,2755.2
7,29.8,0,2,0,208.6
17,20.5,1,1,3,348.5
8,60.9,0,2,0,487.2
56,73.25,2,2,0,4102.0
1,45.7,0,0,3,45.7
8,100.3,0,2,1,802.4
7,19.25,0,1,2,134.75
3,20.85,0,1,3,62.550000000000004
71,77.35,2,2,1,5491.849999999999
2,96.0,0,0,2,192.0
1,90.55,0,0,2,90.55
49,93.85,0,2,0,4598.65
58,70.1,2,0,0,4065.7999999999997
44,30.35,0,0,2,1335.4
59,75.95,2,0,1,4481.05
71,108.05,2,2,2,7671.55
1,69.9,0,0,2,69.9
11,75.25,0,0,2,827.75
62,103.75,1,0,2,6432.5
35,54.95,1,2,0,1923.25
20,19.5,0,1,0,390.0
40,19.6,2,1,3,784.0
39,47.85,1,2,2,1866.15
1,86.6,0,0,2,86.6
72,23.75,2,1,0,1710.0
33,80.6,0,0,0,2659.7999999999997
12,43.8,0,0,0,525.5999999999999
1,19.75,0,1,0,19.75
27,19.15,0,1,3,517.05
34,19.6,1,1,1,666.4000000000001
56,80.3,2,2,0,4496.8
58,24.35,2,1,1,1412.3000000000002
22,25.25,2,1,1,555.5
10,26.1,2,1,1,261.0
13,20.0,2,1,1,260.0
35,85.3,0,0,1,2985.5
34,70.0,0,0,1,2380.0
4,94.3,0,0,2,377.2
72,20.7,2,1,0,1490.3999999999999
2,70.3,0,0,2,140.6
7,95.35,0,0,2,667.4499999999999
27,75.5,0,0,2,2038.5
4,69.55,0,0,3,278.2
37,19.85,2,1,3,734.45
21,20.0,0,1,3,420.0
53,95.85,1,0,1,5080.049999999999
18,90.1,0,0,2,1621.8
2,68.95,0,0,2,137.9
32,99.55,0,2,1,3185.6
23,20.75,1,1,2,477.25
3,50.15,0,2,3,150.45
71,58.65,2,2,3,4164.15
9,95.9,0,0,0,863.1
1,49.5,0,0,2,49.5
18,57.45,0,0,2,1034.1000000000001
12,53.65,1,0,1,643.8
71,80.1,2,2,3,5687.099999999999
64,24.4,1,1,0,1561.6
4,40.05,0,0,2,160.2
23,19.5,0,1,3,448.5
39,51.05,0,2,1,1990.9499999999998
28,54.35,1,2,3,1521.8
5,84.7,0,0,2,423.5
45,86.1,0,0,2,3874.4999999999995
37,70.35,0,0,3,2602.95
60,110.0,2,2,0,6600.0
8,100.6,0,0,2,804.8
47,94.9,1,2,1,4460.3
26,83.75,0,0,2,2177.5
3,88.3,0,2,3,264.9
50,69.75,0,0,0,3487.5
27,71.6,0,0,0,1933.1999999999998
8,92.1,0,0,2,736.8
62,23.65,2,1,0,1466.3
71,81.85,2,2,0,5811.349999999999
66,25.1,2,1,3,1656.6000000000001
68,114.7,2,2,0,7799.6
13,49.15,0,0,2,638.9499999999999
56,80.9,1,0,2,4530.400000000001
38,79.45,0,2,2,3019.1
14,90.45,0,0,1,1266.3
16,19.3,1,1,0,308.8
14,70.2,0,0,2,982.8000000000001
32,69.75,0,0,0,2232.0
8,54.25,1,2,0,434.0
43,99.3,0,0,0,4269.9
52,74.0,1,2,1,3848.0
3,50.25,0,0,3,150.75
29,19.8,1,1,3,574.2
1,19.65,0,1,3,19.65
12,43.65,0,0,2,523.8
16,35.5,0,0,1,568.0
40,80.75,1,0,3,3230.0
5,39.5,0,0,2,197.5
40,97.1,0,0,0,3884.0
36,19.55,1,1,3,703.8000000000001
5,80.0,0,0,2,400.0
10,84.7,0,2,3,847.0
2,89.55,0,0,0,179.1
23,90.6,0,0,2,2083.7999999999997
26,20.05,1,1,0,521.3000000000001
72,112.4,2,2,2,8092.8
34,50.2,0,0,0,1706.8000000000002
10,62.25,0,2,0,622.5
14,55.7,1,2,3,779.8000000000001
23,90.05,0,2,0,2071.15
47,19.65,2,1,3,923.55
24,89.25,0,2,2,2142.0
49,99.05,0,0,0,4853.45
20,54.0,1,2,3,1080.0
2,69.75,0,0,0,139.5
2,49.05,0,0,1,98.1
22,56.75,2,0,0,1248.5
7,98.05,0,0,0,686.35
1,21.1,0,1,3,21.1
59,96.65,0,0,0,5702.35
58,24.5,1,1,1,1421.0
41,114.5,0,2,0,4694.5
59,79.2,2,0,1,4672.8
3,69.55,0,0,2,208.64999999999998
32,20.05,2,1,0,641.6
46,98.85,0,0,2,4547.099999999999
2,80.95,0,0,2,161.9
52,19.6,1,1,1,1019.2
13,74.3,0,0,2,965.9
11,89.7,0,0,0,986.7
32,87.65,0,2,0,2804.8
17,100.45,0,0,1,1707.65
16,74.75,0,0,1,1196.0
51,107.45,1,2,0,5479.95
29,75.35,1,0,0,2185.1499999999996
70,64.95,2,2,1,4546.5
71,100.45,2,2,2,7131.95
41,68.5,1,0,0,2808.5
1,80.55,0,0,2,80.55
7,81.25,0,2,0,568.75
25,90.4,1,0,2,2260.0
67,89.55,1,2,2,5999.849999999999
5,55.7,0,0,3,278.5
15,24.8,0,1,2,372.0
20,20.0,0,1,2,400.0
3,56.15,0,0,3,168.45
54,105.2,1,0,2,5680.8
42,19.55,1,1,3,821.1
9,79.75,0,0,2,717.75
63,97.45,2,0,0,6139.35
69,24.25,2,1,0,1673.25
69,24.6,2,1,1,1697.4
40,50.15,0,0,3,2006.0
60,39.6,2,2,0,2376.0
4,94.4,0,2,0,377.6
71,89.85,2,2,3,6379.349999999999
37,78.95,0,0,1,2921.15
32,98.85,0,0,1,3163.2
39,53.85,2,0,1,2100.15
38,24.25,1,1,2,921.5
52,89.45,2,0,1,4651.400000000001
48,105.25,0,2,1,5052.0
70,59.5,2,2,0,4165.0
20,70.55,0,0,1,1411.0
50,82.5,1,2,1,4125.0
19,44.85,1,0,1,852.15
25,61.6,1,2,0,1540.0
12,49.05,0,0,0,588.5999999999999
39,105.65,0,0,2,4120.35
7,74.65,0,0,3,522.5500000000001
23,66.25,1,2,3,1523.75
27,19.4,0,1,2,523.8
47,86.05,0,0,1,4044.35
26,19.15,2,1,1,497.9
14,64.7,0,2,0,905.8000000000001
11,104.05,0,0,0,1144.55
2,19.25,0,1,3,38.5
26,81.95,0,2,2,2130.7000000000003
72,114.65,2,2,0,8254.800000000001
63,20.0,2,1,1,1260.0
71,19.8,2,1,3,1405.8
11,65.15,0,2,0,716.6500000000001
14,19.65,1,1,3,275.09999999999997
13,88.95,2,2,1,1156.3500000000001
6,20.2,0,1,3,121.19999999999999
11,75.2,0,0,1,827.2
18,56.8,0,0,1,1022.4
1,35.55,0,0,2,35.55
32,75.5,0,2,0,2416.0
29,35.6,1,2,3,1032.4
3,60.25,0,0,2,180.75
2,95.15,0,0,2,190.3
13,96.65,0,0,3,1256.45
41,40.35,0,0,2,1654.3500000000001
1,18.85,0,1,2,18.85
7,54.85,0,0,3,383.95
52,64.3,1,2,3,3343.6
45,24.65,2,1,0,1109.25
70,76.1,2,0,1,5327.0
53,18.7,2,1,3,991.0999999999999
62,97.95,1,0,1,6072.900000000001
60,94.1,0,2,1,5646.0
3,80.4,0,0,2,241.20000000000002
23,95.1,0,2,2,2187.2999999999997
1,31.35,0,0,3,31.35
67,72.35,1,2,0,4847.45
12,89.75,0,0,0,1077.0
71,82.7,2,2,0,5871.7
25,19.9,1,1,1,497.49999999999994
5,53.8,0,2,2,269.0
26,51.55,1,0,1,1340.3
1,19.65,1,1,3,19.65
70,44.05,1,0,1,3083.5
72,114.0,2,2,2,8208.0
60,94.4,1,0,2,5664.0
32,100.4,0,0,2,3212.8
1,19.85,0,1,2,19.85
14,54.25,1,0,3,759.5
13,80.0,0,2,1,1040.0
6,109.9,0,0,1,659.4000000000001
46,79.2,2,2,3,3643.2000000000003
15,101.35,0,0,2,1520.25
43,94.3,0,0,2,4054.9
39,49.8,2,0,0,1942.1999999999998
21,60.05,0,0,0,1261.05
57,53.75,0,2,2,3063.75
53,93.45,1,0,2,4952.85
18,87.9,0,2,3,1582.2
1,60.15,0,0,2,60.15
58,61.05,1,2,0,3540.8999999999996
71,104.05,2,0,0,7387.55
35,99.25,1,0,2,3473.75
3,85.7,0,0,1,257.1
38,104.85,1,2,2,3984.2999999999997
35,69.15,2,2,1,2420.25
7,90.45,0,0,2,633.15
47,74.45,2,0,3,3499.15
14,50.45,0,0,2,706.3000000000001
20,60.0,0,0,2,1200.0
66,85.25,2,2,2,5626.5
15,19.45,0,1,1,291.75
42,20.75,2,1,0,871.5
17,78.9,0,2,2,1341.3000000000002
37,104.5,1,0,1,3866.5
12,49.4,0,0,2,592.8
53,94.25,1,0,0,4995.25
60,25.0,2,1,3,1500.0
18,25.55,0,0,1,459.90000000000003
1,74.9,0,0,2,74.9
3,70.15,0,0,2,210.45000000000002
9,69.4,0,0,1,624.6
1,80.25,0,0,2,80.25
56,93.15,1,2,2,5216.400000000001
17,69.0,0,0,2,1173.0
11,66.35,0,0,2,729.8499999999999
7,69.55,0,0,2,486.84999999999997
69,20.2,2,1,0,1393.8
19,86.0,0,0,0,1634.0
3,80.3,0,0,2,240.89999999999998
54,20.4,2,1,1,1101.6
62,23.75,1,1,1,1472.5
24,90.55,0,0,1,2173.2
62,70.45,0,0,1,4367.900000000001
17,65.75,0,2,0,1117.75
9,24.6,0,0,3,221.4
64,69.25,2,2,3,4432.0
2,75.9,0,0,2,151.8
1,45.85,0,0,3,45.85
16,49.95,0,0,2,799.2
72,24.65,2,1,0,1774.8
30,90.4,1,2,0,2712.0
49,100.85,0,2,3,4941.65
61,75.35,2,2,1,4596.349999999999
47,87.2,0,0,2,4098.400000000001
20,64.4,0,2,1,1288.0
34,78.3,0,0,2,2662.2
70,24.7,2,1,0,1729.0
54,105.85,1,2,2,5715.9
61,98.3,1,0,3,5996.3
3,76.95,0,0,2,230.85000000000002
13,19.45,1,1,3,252.85
16,96.15,0,0,2,1538.4
3,58.7,0,0,1,176.10000000000002
25,20.15,0,1,3,503.74999999999994
30,64.5,0,2,3,1935.0
21,28.5,0,2,2,598.5
1,45.3,0,0,2,45.3
15,19.4,0,1,0,291.0
23,90.45,0,0,2,2080.35
45,105.15,0,2,2,4731.75
24,83.15,1,0,0,1995.6000000000001
11,90.15,0,0,2,991.6500000000001
1,45.05,0,0,3,45.05
56,103.2,2,0,0,5779.2
1,75.8,0,0,2,75.8
1,19.45,0,1,2,19.45
7,79.3,0,0,2,555.1
55,88.8,2,0,1,4884.0
2,30.9,0,0,2,61.8
72,85.9,2,2,1,6184.8
45,34.2,1,0,2,1539.0000000000002
47,20.15,2,1,3,947.05
46,95.25,1,0,1,4381.5
2,50.3,0,0,3,100.6
2,80.15,0,2,2,160.3
12,51.25,0,0,2,615.0
68,89.6,0,0,0,6092.799999999999
69,95.2,2,0,1,6568.8
56,94.8,1,2,1,5308.8
4,80.25,0,2,2,321.0
64,76.1,2,0,0,4870.4
59,110.15,1,2,2,6498.85
62,115.55,2,2,0,7164.099999999999
63,24.65,2,1,1,1552.9499999999998
53,53.6,1,2,2,2840.8
5,19.45,0,1,3,97.25
49,88.2,0,2,2,4321.8
62,101.15,2,2,0,6271.3
55,56.8,2,2,3,3124.0
71,99.4,2,2,2,7057.400000000001
72,20.1,2,1,1,1447.2
36,60.7,1,2,1,2185.2000000000003
25,20.95,1,1,0,523.75
72,114.85,2,2,0,8269.199999999999
36,19.25,1,1,0,693.0
1,62.8,0,0,3,62.8
72,105.5,2,2,2,7596.0
59,19.85,2,1,3,1171.15
7,89.5,0,0,2,626.5
1,74.1,1,0,1,74.1
30,107.5,0,0,2,3225.0
64,19.55,2,1,3,1251.2
63,68.8,1,2,0,4334.4
72,84.45,2,2,1,6080.400000000001
8,75.0,0,2,2,600.0
62,84.5,2,0,0,5239.0
67,111.2,2,0,0,7450.400000000001
6,44.75,0,0,2,268.5
70,80.6,2,2,0,5642.0
20,80.7,0,0,0,1614.0
5,75.6,0,0,2,378.0
24,57.6,1,2,2,1382.4
11,44.05,0,0,2,484.54999999999995
72,110.6,2,0,1,7963.2
66,58.2,2,2,1,3841.2000000000003
45,81.0,2,2,3,3645.0
69,19.7,2,1,0,1359.3
15,85.6,0,0,0,1284.0
28,59.55,0,0,0,1667.3999999999999
70,115.55,1,2,1,8088.5
36,75.55,1,2,3,2719.7999999999997
16,86.6,0,0,2,1385.6
18,85.2,0,0,2,1533.6000000000001
34,97.65,0,0,2,3320.1000000000004
42,45.1,1,0,1,1894.2
48,70.95,1,2,0,3405.6000000000004
47,109.55,0,0,2,5148.849999999999
39,89.55,1,0,2,3492.45
11,20.9,2,1,1,229.89999999999998
7,19.95,0,1,3,139.65
3,24.6,0,1,3,73.80000000000001
8,66.7,0,2,2,533.6
1,19.45,0,1,3,19.45
32,94.8,1,2,3,3033.6
60,65.85,1,2,0,3950.9999999999995
10,19.95,0,1,0,199.5
71,24.65,2,1,0,1750.1499999999999
4,20.35,0,1,3,81.4
1,69.25,0,0,2,69.25
43,51.25,1,2,0,2203.75
59,99.5,1,0,0,5870.5
23,54.25,0,0,2,1247.75
72,19.4,2,1,0,1396.8
22,56.25,1,2,1,1237.5
1,25.15,0,0,3,25.15
69,23.95,2,1,0,1652.55
50,35.4,1,2,3,1770.0
1,25.2,0,0,2,25.2
2,45.0,0,0,3,90.0
15,75.35,0,0,0,1130.25
31,20.4,2,1,0,632.4
1,20.15,0,1,3,20.15
66,105.0,0,0,1,6930.0
3,54.7,0,0,1,164.10000000000002
8,20.0,2,1,3,160.0
64,73.05,1,2,1,4675.2
28,20.5,0,1,3,574.0
57,100.75,1,0,1,5742.75
14,87.25,0,0,2,1221.5
19,19.95,2,1,3,379.05
10,79.95,0,0,2,799.5
51,49.65,0,0,2,2532.15
67,65.65,2,2,3,4398.55
11,20.45,0,1,2,224.95
72,60.95,2,2,0,4388.400000000001
66,20.35,1,1,2,1343.1000000000001
18,88.35,0,0,2,1590.3
9,19.5,0,1,2,175.5
9,75.2,0,0,1,676.8000000000001
48,111.45,0,2,0,5349.6
10,70.15,0,0,3,701.5
9,94.75,0,0,2,852.75
13,95.05,0,0,2,1235.6499999999999
4,78.45,0,0,2,313.8
4,70.2,0,0,2,280.8
72,92.0,2,2,0,6624.0
51,85.5,2,2,1,4360.5
59,41.05,0,0,0,2421.95
10,85.6,0,0,2,856.0
61,82.15,0,0,2,5011.150000000001
54,84.4,1,2,2,4557.6
33,60.9,0,2,3,2009.7
27,20.25,2,1,0,546.75
1,79.2,0,0,2,79.2
23,95.3,0,0,3,2191.9
1,19.85,0,1,3,19.85
45,84.35,2,2,3,3795.7499999999995
39,19.85,2,1,0,774.1500000000001
5,70.0,1,0,3,350.0
72,82.3,2,2,0,5925.599999999999
58,66.8,0,0,0,3874.3999999999996
70,44.6,2,2,0,3122.0
61,98.45,1,0,0,6005.45
2,70.7,0,0,3,141.4
46,24.95,1,1,3,1147.7
1,49.95,0,0,0,49.95
22,69.25,0,0,2,1523.5
48,102.5,2,2,1,4920.0
64,86.55,2,0,1,5539.2
72,24.3,2,1,0,1749.6000000000001
12,58.35,0,0,1,700.2
34,94.25,0,0,2,3204.5
72,68.75,2,2,1,4950.0
29,85.8,0,0,2,2488.2
33,20.1,1,1,1,663.3000000000001
1,20.35,0,1,3,20.35
62,110.8,1,0,2,6869.599999999999
41,73.0,1,0,2,2993.0
64,100.05,1,0,1,6403.2
4,82.85,0,0,1,331.4
24,84.35,0,2,2,2024.3999999999999
14,19.55,1,1,3,273.7
3,19.95,0,1,3,59.849999999999994
4,99.8,0,0,1,399.2
18,35.0,0,0,2,630.0
8,66.25,0,0,2,530.0
35,23.3,2,1,0,815.5
1,76.0,0,0,2,76.0
66,25.3,2,1,1,1669.8
8,44.55,2,2,3,356.4
71,104.1,1,2,1,7391.099999999999
43,92.55,0,0,0,3979.65
2,93.85,0,0,2,187.7
29,101.45,0,0,0,2942.05
15,84.3,0,0,2,1264.5
65,94.55,2,2,1,6145.75
35,95.5,0,0,2,3342.5
64,100.3,1,2,1,6419.2
58,55.5,2,0,1,3219.0
18,49.85,0,0,1,897.3000000000001
67,89.55,0,0,0,5999.849999999999
63,19.15,2,1,3,1206.4499999999998
60,99.8,0,0,2,5988.0
9,84.4,0,0,1,759.6
70,113.05,2,2,1,7913.5
15,101.1,0,0,2,1516.5
48,19.95,1,1,3,957.5999999999999
12,74.15,0,0,2,889.8000000000001
71,92.0,1,2,2,6532.0
44,73.85,0,0,2,3249.3999999999996
1,50.45,0,0,2,50.45
45,24.45,2,1,3,1100.25
23,24.8,1,1,1,570.4
43,64.85,1,0,0,2788.5499999999997
35,20.75,0,1,0,726.25
9,68.95,0,2,3,620.5500000000001
12,99.95,0,0,3,1199.4
65,109.4,0,2,1,7111.0
2,91.4,0,0,2,182.8
27,49.0,0,0,3,1323.0
40,50.25,1,0,3,2010.0
5,75.55,0,0,1,377.75
8,19.9,1,1,1,159.2
58,97.8,1,0,0,5672.4
52,100.3,1,2,2,5215.599999999999
3,55.8,0,0,3,167.39999999999998
41,111.15,2,2,2,4557.150000000001
20,98.55,0,0,3,1971.0
1,50.05,0,0,2,50.05
4,80.8,0,0,1,323.2
23,20.85,0,1,2,479.55
6,19.5,0,1,0,117.0
8,19.35,0,1,3,154.8
18,69.5,0,2,3,1251.0
52,48.8,0,2,1,2537.6
31,94.5,0,0,2,2929.5
29,20.65,0,1,3,598.8499999999999
36,106.05,2,2,1,3817.7999999999997
16,100.0,0,0,2,1600.0
42,108.3,1,0,2,4548.599999999999
1,20.55,0,1,2,20.55
60,99.65,2,0,2,5979.0
5,85.3,0,0,2,426.5
22,95.9,0,2,1,2109.8
36,20.0,1,1,3,720.0
4,70.4,0,0,2,281.6
9,64.95,0,2,3,584.5500000000001
1,74.6,0,0,1,74.6
12,49.2,0,2,2,590.4000000000001
23,73.75,1,0,3,1696.25
62,92.3,1,2,0,5722.599999999999
37,98.8,0,0,0,3655.6
8,19.2,0,1,3,153.6
31,88.65,0,0,1,2748.15
13,74.4,0,0,1,967.2
24,98.75,0,0,2,2370.0
45,95.95,0,0,0,4317.75
69,105.4,2,0,1,7272.6
2,20.25,0,1,3,40.5
61,106.0,1,2,2,6466.0
41,104.7,0,0,2,4292.7
44,49.05,1,0,2,2158.2
39,35.55,1,0,3,1386.4499999999998
72,65.1,2,2,1,4687.2
13,96.85,0,0,2,1259.05
51,69.75,1,2,1,3557.25
71,99.2,2,0,2,7043.2
22,96.7,0,0,2,2127.4
2,55.05,0,0,1,110.1
56,106.8,1,0,2,5980.8
1,51.25,0,2,3,51.25
23,57.75,1,2,3,1328.25
66,70.85,1,0,0,4676.099999999999
1,19.55,0,1,3,19.55
19,88.2,0,0,2,1675.8
11,79.5,0,2,0,874.5
8,19.75,1,1,3,158.0
52,98.15,0,2,0,5103.8
3,20.25,0,1,2,60.75
51,79.15,0,2,0,4036.65
15,75.65,0,0,2,1134.75
64,94.25,0,0,2,6032.0
37,40.2,0,0,1,1487.4
13,19.95,2,1,3,259.34999999999997
49,55.35,1,2,2,2712.15
45,102.15,1,0,0,4596.75
18,71.1,0,0,2,1279.8
1,74.7,0,0,2,74.7
68,54.1,2,2,0,3678.8
54,19.65,2,1,1,1061.1
23,88.45,0,0,0,2034.3500000000001
17,76.65,0,0,2,1303.0500000000002
71,80.4,2,2,1,5708.400000000001
67,19.25,2,1,0,1289.75
14,84.8,0,0,2,1187.2
1,25.8,0,0,3,25.8
63,19.5,2,1,1,1228.5
41,68.6,1,0,2,2812.6
17,92.6,0,0,2,1574.1999999999998
56,100.55,1,2,2,5630.8
5,20.55,0,1,1,102.75
2,42.6,0,2,2,85.2
3,19.6,0,1,3,58.800000000000004
37,67.45,1,2,2,2495.65
29,68.85,0,2,0,1996.6499999999999
8,43.55,0,0,3,348.4
63,109.85,0,0,1,6920.549999999999
7,20.65,0,1,3,144.54999999999998
3,95.4,0,0,2,286.20000000000005
72,21.0,2,1,0,1512.0
19,56.2,0,0,2,1067.8
59,18.4,2,1,0,1085.6
2,90.0,0,0,1,180.0
35,25.75,0,1,2,901.25
14,19.6,0,1,1,274.40000000000003
14,75.35,0,0,2,1054.8999999999999
69,19.8,2,1,1,1366.2
7,64.2,0,2,2,449.40000000000003
69,75.75,2,2,0,5226.75
72,78.95,2,0,2,5684.400000000001
8,100.85,0,0,2,806.8
4,50.3,0,2,2,201.2
63,80.3,0,0,1,5058.9
72,19.85,2,1,0,1429.2
46,21.1,2,1,2,970.6
5,69.95,0,0,2,349.75
30,50.0,0,0,3,1500.0
63,104.75,2,0,0,6599.25
60,19.85,2,1,0,1191.0
63,107.5,1,0,2,6772.5
25,85.9,0,0,2,2147.5
1,45.85,0,0,3,45.85
6,80.8,0,0,2,484.79999999999995
22,25.25,2,1,3,555.5
31,80.55,2,0,0,2497.0499999999997
39,81.5,0,0,0,3178.5
26,20.9,0,1,3,543.4
53,106.1,1,2,0,5623.299999999999
1,91.7,0,0,2,91.7
12,67.25,0,2,2,807.0
16,95.6,0,0,1,1529.6
2,20.35,0,1,3,40.7
39,45.05,1,2,0,1756.9499999999998
1,74.95,0,0,2,74.95
7,34.65,0,2,3,242.54999999999998
4,69.35,0,0,2,277.4
10,95.35,0,0,2,953.5
55,81.55,0,0,2,4485.25
72,75.4,2,0,0,5428.8
10,67.8,0,0,1,678.0
11,111.4,0,0,2,1225.4
15,46.3,0,0,2,694.5
23,20.4,2,1,0,469.2
1,20.05,0,1,3,20.05
3,45.0,0,0,2,135.0
47,96.1,1,2,2,4516.7
15,19.65,1,1,3,294.75
66,99.5,0,0,2,6567.0
68,60.65,1,0,0,4124.2
17,98.6,1,0,0,1676.1999999999998
7,59.5,0,0,3,416.5
12,80.45,0,0,2,965.4000000000001
21,71.7,1,0,0,1505.7
21,36.0,0,0,3,756.0
56,65.2,1,2,0,3651.2000000000003
6,48.95,0,0,1,293.70000000000005
65,53.5,2,0,0,3477.5
42,80.45,1,2,1,3378.9
68,109.05,2,2,0,7415.4
48,26.3,2,1,0,1262.4
50,106.8,1,0,2,5340.0
7,64.95,0,0,2,454.65000000000003
63,19.35,2,1,2,1219.0500000000002
17,21.1,0,1,1,358.70000000000005
42,77.95,0,0,1,3273.9
4,18.85,0,1,3,75.4
62,26.0,2,1,0,1612.0
2,74.7,0,0,2,149.4
2,70.35,0,0,2,140.7
48,96.9,2,2,0,4651.200000000001
27,19.55,2,1,0,527.85
